Year,Country,Region,Population,Income,LifeExpectancy,,,,,,,,,,,,,,,,,,,,
1815,Netherlands,Europe_Central_Asia,.,2485.36,.,,,,,,,,,,,,,,,,,,,,
1815,Norway,Europe_Central_Asia,.,.,38.8,,,,,,,,,,,,,,,,,,,,
1815,Sweden,Europe_Central_Asia,.,1216,40.42,,,,,,,,,,,,,,,,,,,,
1815,Switzerland,Europe_Central_Asia,.,1653.88,.,,,,,,,,,,,,,,,,,,,,
1815,United_Kingdom,Europe_Central_Asia,.,2787.21,.,,,,,,,,,,,,,,,,,,,,
1816,United_States,America,.,2023.09,.,,,,,,,,,,,,,,,,,,,,
1816,France,Europe_Central_Asia,.,.,40.04,,,,,,,,,,,,,,,,,,,,
1816,Greece,Europe_Central_Asia,.,958.41,.,,,,,,,,,,,,,,,,,,,,
1816,Italy,Europe_Central_Asia,.,1352.89,.,,,,,,,,,,,,,,,,,,,,
1816,Netherlands,Europe_Central_Asia,.,2369.94,.,,,,,,,,,,,,,,,,,,,,
1816,Sweden,Europe_Central_Asia,.,1217,41.74,,,,,,,,,,,,,,,,,,,,
1816,Switzerland,Europe_Central_Asia,.,1656.68,.,,,,,,,,,,,,,,,,,,,,
1816,United_Kingdom,Europe_Central_Asia,.,2790.83,.,,,,,,,,,,,,,,,,,,,,
1817,Cuba,America,572000,.,.,,,,,,,,,,,,,,,,,,,,
1817,United_States,America,.,2021.75,.,,,,,,,,,,,,,,,,,,,,
1817,France,Europe_Central_Asia,.,.,39.18,,,,,,,,,,,,,,,,,,,,
1817,Greece,Europe_Central_Asia,.,959.93,.,,,,,,,,,,,,,,,,,,,,
1817,Italy,Europe_Central_Asia,.,1365.94,.,,,,,,,,,,,,,,,,,,,,
1817,Netherlands,Europe_Central_Asia,.,2397.3,.,,,,,,,,,,,,,,,,,,,,
1817,Sweden,Europe_Central_Asia,.,1176,40.29,,,,,,,,,,,,,,,,,,,,
1817,Switzerland,Europe_Central_Asia,.,1659.48,.,,,,,,,,,,,,,,,,,,,,
1817,United_Kingdom,Europe_Central_Asia,.,2794.46,.,,,,,,,,,,,,,,,,,,,,
1818,United_States,America,.,2027.3,.,,,,,,,,,,,,,,,,,,,,
1818,France,Europe_Central_Asia,.,.,38.53,,,,,,,,,,,,,,,,,,,,
1818,Greece,Europe_Central_Asia,.,961.45,.,,,,,,,,,,,,,,,,,,,,
1818,Italy,Europe_Central_Asia,.,1465.99,.,,,,,,,,,,,,,,,,,,,,
1818,Netherlands,Europe_Central_Asia,.,2439.55,.,,,,,,,,,,,,,,,,,,,,
1818,Sweden,Europe_Central_Asia,.,1170,40.02,,,,,,,,,,,,,,,,,,,,
1818,Switzerland,Europe_Central_Asia,.,1662.29,.,,,,,,,,,,,,,,,,,,,,
1818,United_Kingdom,Europe_Central_Asia,.,2798.1,40.84,,,,,,,,,,,,,,,,,,,,
1819,Cuba,America,.,.,34.7,,,,,,,,,,,,,,,,,,,,
1819,United_States,America,.,2023.02,.,,,,,,,,,,,,,,,,,,,,
1819,France,Europe_Central_Asia,.,.,37.25,,,,,,,,,,,,,,,,,,,,
1819,Greece,Europe_Central_Asia,.,962.98,.,,,,,,,,,,,,,,,,,,,,
1819,Italy,Europe_Central_Asia,.,1457.29,.,,,,,,,,,,,,,,,,,,,,
1819,Netherlands,Europe_Central_Asia,.,2329.64,.,,,,,,,,,,,,,,,,,,,,
1819,Sweden,Europe_Central_Asia,.,1157,36.97,,,,,,,,,,,,,,,,,,,,
1819,Switzerland,Europe_Central_Asia,.,1665.1,.,,,,,,,,,,,,,,,,,,,,
1819,United_Kingdom,Europe_Central_Asia,.,2801.73,.,,,,,,,,,,,,,,,,,,,,
1819,Singapore,Asia_Pacific,.,.,29.1,,,,,,,,,,,,,,,,,,,,
1820,Angola,Africa,1567028,359.93,.,,,,,,,,,,,,,,,,,,,,
1820,Benin,Africa,636559,553.72,.,,,,,,,,,,,,,,,,,,,,
1820,Botswana,Africa,.,407.36,.,,,,,,,,,,,,,,,,,,,,
1820,Burkina_Faso,Africa,1665421,454.33,.,,,,,,,,,,,,,,,,,,,,
1820,Burundi,Africa,899097,447.59,.,,,,,,,,,,,,,,,,,,,,
1820,Cameroon,Africa,1860054,517.46,.,,,,,,,,,,,,,,,,,,,,
1820,Cape_Verde,Africa,55716,340,.,,,,,,,,,,,,,,,,,,,,
1820,Chad,Africa,.,400.69,.,,,,,,,,,,,,,,,,,,,,
1820,Comoros,Africa,56346,800.61,.,,,,,,,,,,,,,,,,,,,,
1820,Congo_Dem_Rep,Africa,5163819,394.03,.,,,,,,,,,,,,,,,,,,,,
1820,Congo_Rep,Africa,314465,387.38,.,,,,,,,,,,,,,,,,,,,,
1820,Cote_d_Ivoire,Africa,1088530,549.19,.,,,,,,,,,,,,,,,,,,,,
1820,Equatorial_Guinea,Africa,80377,379.13,.,,,,,,,,,,,,,,,,,,,,
1820,Eritrea,Africa,205010,583.95,.,,,,,,,,,,,,,,,,,,,,
1820,Ethiopia,Africa,2948990,619.21,.,,,,,,,,,,,,,,,,,,,,
1820,Gabon,Africa,158227,377.54,.,,,,,,,,,,,,,,,,,,,,
1820,Ghana,Africa,2016034,505.14,.,,,,,,,,,,,,,,,,,,,,
1820,Guinea,Africa,983959,375.96,.,,,,,,,,,,,,,,,,,,,,
1820,Guinea-Bissau,Africa,218167,345,.,,,,,,,,,,,,,,,,,,,,
1820,Kenya,Africa,.,512.93,.,,,,,,,,,,,,,,,,,,,,
1820,Lesotho,Africa,276361,364,.,,,,,,,,,,,,,,,,,,,,
1820,Liberia,Africa,313543,544.65,.,,,,,,,,,,,,,,,,,,,,
1820,Madagascar,Africa,1683000,434.14,.,,,,,,,,,,,,,,,,,,,,
1820,Malawi,Africa,.,360,.,,,,,,,,,,,,,,,,,,,,
1820,Mali,Africa,1403398,427.43,.,,,,,,,,,,,,,,,,,,,,
1820,Mauritania,Africa,382696,374.38,.,,,,,,,,,,,,,,,,,,,,
1820,Mauritius,Africa,.,799.61,.,,,,,,,,,,,,,,,,,,,,
1820,Mayotte,Africa,8219,.,.,,,,,,,,,,,,,,,,,,,,
1820,Mozambique,Africa,2096000,358,.,,,,,,,,,,,,,,,,,,,,
1820,Namibia,Africa,.,350,.,,,,,,,,,,,,,,,,,,,,
1820,Niger,Africa,1244861,371.26,.,,,,,,,,,,,,,,,,,,,,
1820,Nigeria,Africa,12100855,576.38,.,,,,,,,,,,,,,,,,,,,,
1820,Reunion,Africa,92744,692.33,.,,,,,,,,,,,,,,,,,,,,
1820,Rwanda,Africa,928368,369,.,,,,,,,,,,,,,,,,,,,,
1820,Sao_Tome_and_Principe,Africa,22731,674.7,.,,,,,,,,,,,,,,,,,,,,
1820,Senegal,Africa,1009886,420.73,.,,,,,,,,,,,,,,,,,,,,
1820,Sierra_Leone,Africa,794264,508.4,.,,,,,,,,,,,,,,,,,,,,
1820,Somalia,Africa,1000000,498.83,.,,,,,,,,,,,,,,,,,,,,
1820,South_Africa,Africa,1550000,759.05,.,,,,,,,,,,,,,,,,,,,,
1820,Sudan,Africa,5156000,484.74,.,,,,,,,,,,,,,,,,,,,,
1820,Swaziland,Africa,.,414.04,.,,,,,,,,,,,,,,,,,,,,
1820,Tanzania,Africa,3019768,470.64,.,,,,,,,,,,,,,,,,,,,,
1820,Togo,Africa,445985,535.59,.,,,,,,,,,,,,,,,,,,,,
1820,Uganda,Africa,2101397,461.08,.,,,,,,,,,,,,,,,,,,,,
1820,Zambia,Africa,.,364.46,.,,,,,,,,,,,,,,,,,,,,
1820,Zimbabwe,Africa,1085814,372.82,.,,,,,,,,,,,,,,,,,,,,
1820,Afghanistan,South_Asia,3280000,472.05,.,,,,,,,,,,,,,,,,,,,,
1820,Bangladesh,South_Asia,20000000,606,.,,,,,,,,,,,,,,,,,,,,
1820,Bhutan,South_Asia,392287,539.56,.,,,,,,,,,,,,,,,,,,,,
1820,India,South_Asia,175349000,560,.,,,,,,,,,,,,,,,,,,,,
1820,Maldives,South_Asia,42378,472.12,.,,,,,,,,,,,,,,,,,,,,
1820,Nepal,South_Asia,3881000,419.18,.,,,,,,,,,,,,,,,,,,,,
1820,Pakistan,South_Asia,13651000,662,.,,,,,,,,,,,,,,,,,,,,
1820,Sri_Lanka,South_Asia,1213000,453.6,.,,,,,,,,,,,,,,,,,,,,
1820,Algeria,Middle_East,2689000,765.88,.,,,,,,,,,,,,,,,,,,,,
1820,Bahrain,Middle_East,64474,812.82,.,,,,,,,,,,,,,,,,,,,,
1820,Djibouti,Middle_East,22848,380.73,.,,,,,,,,,,,,,,,,,,,,
1820,Iraq,Middle_East,1093000,700,.,,,,,,,,,,,,,,,,,,,,
1820,Israel,Middle_East,.,886.71,.,,,,,,,,,,,,,,,,,,,,
1820,Jordan,Middle_East,217000,528.69,.,,,,,,,,,,,,,,,,,,,,
1820,Kuwait,Middle_East,81280,665.03,.,,,,,,,,,,,,,,,,,,,,
1820,Lebanon,Middle_East,332000,932,.,,,,,,,,,,,,,,,,,,,,
1820,Libya,Middle_East,538000,570,.,,,,,,,,,,,,,,,,,,,,
1820,Morocco,Middle_East,2689000,497.17,.,,,,,,,,,,,,,,,,,,,,
1820,Oman,Middle_East,318000,886.71,.,,,,,,,,,,,,,,,,,,,,
1820,Qatar,Middle_East,14092,591.14,.,,,,,,,,,,,,,,,,,,,,
1820,Saudi_Arabia,Middle_East,2091000,443.36,.,,,,,,,,,,,,,,,,,,,,
1820,Tunisia,Middle_East,875000,517.32,.,,,,,,,,,,,,,,,,,,,,
1820,United_Arab_Emirates,Middle_East,40153,849.76,.,,,,,,,,,,,,,,,,,,,,
1820,West_Bank_and_Gaza,Middle_East,.,738.93,.,,,,,,,,,,,,,,,,,,,,
1820,Yemen_Rep,Middle_East,2593000,665.03,.,,,,,,,,,,,,,,,,,,,,
1820,Argentina,America,534000,871.63,.,,,,,,,,,,,,,,,,,,,,
1820,Aruba,America,19286,575.86,.,,,,,,,,,,,,,,,,,,,,
1820,Barbados,America,81729,1017.81,.,,,,,,,,,,,,,,,,,,,,
1820,Belize,America,25526,542.97,.,,,,,,,,,,,,,,,,,,,,
1820,Bolivia,America,1100000,695.05,.,,,,,,,,,,,,,,,,,,,,
1820,Brazil,America,4507000,539.02,.,,,,,,,,,,,,,,,,,,,,
1820,Canada,America,816000,1312.47,.,,,,,,,,,,,,,,,,,,,,
1820,Chile,America,771447,702.1,.,,,,,,,,,,,,,,,,,,,,
1820,Colombia,America,1206000,522.98,.,,,,,,,,,,,,,,,,,,,,
1820,Costa_Rica,America,63000,670.12,.,,,,,,,,,,,,,,,,,,,,
1820,Cuba,America,605000,1123.88,.,,,,,,,,,,,,,,,,,,,,
1820,Ecuador,America,500000,1085.13,.,,,,,,,,,,,,,,,,,,,,
1820,El_Salvador,America,248000,804.31,.,,,,,,,,,,,,,,,,,,,,
1820,French_Guiana,America,9899,819.27,.,,,,,,,,,,,,,,,,,,,,
1820,Grenada,America,29409,775.67,.,,,,,,,,,,,,,,,,,,,,
1820,Guadeloupe,America,80726,760.98,.,,,,,,,,,,,,,,,,,,,,
1820,Guatemala,America,595000,682.75,.,,,,,,,,,,,,,,,,,,,,
1820,Guyana,America,166034,910.69,.,,,,,,,,,,,,,,,,,,,,
1820,Haiti,America,723000,503.81,.,,,,,,,,,,,,,,,,,,,,
1820,Honduras,America,135000,583.8,.,,,,,,,,,,,,,,,,,,,,
1820,Jamaica,America,401000,1350.4,.,,,,,,,,,,,,,,,,,,,,
1820,Martinique,America,84039,944.05,.,,,,,,,,,,,,,,,,,,,,
1820,Mexico,America,6587000,1105.63,.,,,,,,,,,,,,,,,,,,,,
1820,Netherlands_Antilles,America,42536,698.1,.,,,,,,,,,,,,,,,,,,,,
1820,Nicaragua,America,186000,726.97,.,,,,,,,,,,,,,,,,,,,,
1820,Panama,America,78842,686.66,.,,,,,,,,,,,,,,,,,,,,
1820,Paraguay,America,143000,564.16,.,,,,,,,,,,,,,,,,,,,,
1820,Peru,America,1317000,697.3,.,,,,,,,,,,,,,,,,,,,,
1820,Puerto_Rico,America,248000,775.1,.,,,,,,,,,,,,,,,,,,,,
1820,Suriname,America,80721,1004.13,.,,,,,,,,,,,,,,,,,,,,
1820,Trinidad_and_Tobago,America,60000,774.21,.,,,,,,,,,,,,,,,,,,,,
1820,United_States,America,9980510,2011.22,.,,,,,,,,,,,,,,,,,,,,
1820,Uruguay,America,55000,784.46,.,,,,,,,,,,,,,,,,,,,,
1820,Albania,Europe_Central_Asia,437000,613.83,.,,,,,,,,,,,,,,,,,,,,
1820,Armenia,Europe_Central_Asia,413326,513.22,.,,,,,,,,,,,,,,,,,,,,
1820,Austria,Europe_Central_Asia,3369000,1550.01,.,,,,,,,,,,,,,,,,,,,,
1820,Azerbaijan,Europe_Central_Asia,879960,653.43,.,,,,,,,,,,,,,,,,,,,,
1820,Belarus,Europe_Central_Asia,2355081,732.15,.,,,,,,,,,,,,,,,,,,,,
1820,Belgium,Europe_Central_Asia,3434000,1566.22,.,,,,,,,,,,,,,,,,,,,,
1820,Bosnia_and_Herzegovina,Europe_Central_Asia,851806,501.12,.,,,,,,,,,,,,,,,,,,,,
1820,Bulgaria,Europe_Central_Asia,2187000,853.86,.,,,,,,,,,,,,,,,,,,,,
1820,Croatia,Europe_Central_Asia,1227886,1252.8,.,,,,,,,,,,,,,,,,,,,,
1820,Cyprus,Europe_Central_Asia,.,592.1,.,,,,,,,,,,,,,,,,,,,,
1820,Denmark,Europe_Central_Asia,1155000,1389.28,.,,,,,,,,,,,,,,,,,,,,
1820,Estonia,Europe_Central_Asia,334136,925.48,.,,,,,,,,,,,,,,,,,,,,
1820,Finland,Europe_Central_Asia,1169000,1073.4,.,,,,,,,,,,,,,,,,,,,,
1820,France,Europe_Central_Asia,31250000,1508.17,39.21,,,,,,,,,,,,,,,,,,,,
1820,Georgia,Europe_Central_Asia,1072178,583.23,.,,,,,,,,,,,,,,,,,,,,
1820,Germany,Europe_Central_Asia,24905000,1945.75,.,,,,,,,,,,,,,,,,,,,,
1820,Greece,Europe_Central_Asia,2312000,964.5,.,,,,,,,,,,,,,,,,,,,,
1820,Hungary,Europe_Central_Asia,4146000,1419.84,.,,,,,,,,,,,,,,,,,,,,
1820,Iceland,Europe_Central_Asia,61428,828.93,.,,,,,,,,,,,,,,,,,,,,
1820,Ireland,Europe_Central_Asia,5052603,1255.19,.,,,,,,,,,,,,,,,,,,,,
1820,Italy,Europe_Central_Asia,20176000,1452.94,.,,,,,,,,,,,,,,,,,,,,
1820,Kazakhstan,Europe_Central_Asia,2041282,597.35,.,,,,,,,,,,,,,,,,,,,,
1820,Latvia,Europe_Central_Asia,590588,883.41,.,,,,,,,,,,,,,,,,,,,,
1820,Lithuania,Europe_Central_Asia,778655,1009.61,.,,,,,,,,,,,,,,,,,,,,
1820,Luxembourg,Europe_Central_Asia,127030,1184.19,.,,,,,,,,,,,,,,,,,,,,
1820,Macedonia_FYR,Europe_Central_Asia,391865,817.56,.,,,,,,,,,,,,,,,,,,,,
1820,Malta,Europe_Central_Asia,134072,532.89,.,,,,,,,,,,,,,,,,,,,,
1820,Moldova,Europe_Central_Asia,712558,630.11,.,,,,,,,,,,,,,,,,,,,,
1820,Montenegro,Europe_Central_Asia,126582,1135.69,.,,,,,,,,,,,,,,,,,,,,
1820,Netherlands,Europe_Central_Asia,2333000,2501.29,.,,,,,,,,,,,,,,,,,,,,
1820,Norway,Europe_Central_Asia,970000,978,.,,,,,,,,,,,,,,,,,,,,
1820,Poland,Europe_Central_Asia,10426000,1290.47,.,,,,,,,,,,,,,,,,,,,,
1820,Portugal,Europe_Central_Asia,3297000,1310.25,.,,,,,,,,,,,,,,,,,,,,
1820,Romania,Europe_Central_Asia,6389000,1116.86,.,,,,,,,,,,,,,,,,,,,,
1820,Serbia,Europe_Central_Asia,2147197,1336.32,.,,,,,,,,,,,,,,,,,,,,
1820,Slovak_Republic,Europe_Central_Asia,2140651,1197.6,.,,,,,,,,,,,,,,,,,,,,
1820,Slovenia,Europe_Central_Asia,469664,1386.44,.,,,,,,,,,,,,,,,,,,,,
1820,Spain,Europe_Central_Asia,12203000,1510.35,.,,,,,,,,,,,,,,,,,,,,
1820,Sweden,Europe_Central_Asia,2585000,1173,40.23,,,,,,,,,,,,,,,,,,,,
1820,Switzerland,Europe_Central_Asia,1986000,1667.92,.,,,,,,,,,,,,,,,,,,,,
1820,Tajikistan,Europe_Central_Asia,466629,437.5,.,,,,,,,,,,,,,,,,,,,,
1820,Turkey,Europe_Central_Asia,10074000,901.21,.,,,,,,,,,,,,,,,,,,,,
1820,Turkmenistan,Europe_Central_Asia,367215,524.16,.,,,,,,,,,,,,,,,,,,,,
1820,Ukraine,Europe_Central_Asia,11215490,824.52,.,,,,,,,,,,,,,,,,,,,,
1820,United_Kingdom,Europe_Central_Asia,16186397,2805.38,.,,,,,,,,,,,,,,,,,,,,
1820,Uzbekistan,Europe_Central_Asia,1919159,353.72,.,,,,,,,,,,,,,,,,,,,,
1820,Australia,Asia_Pacific,334000,701.03,.,,,,,,,,,,,,,,,,,,,,
1820,Brunei,Asia_Pacific,2128,1011.68,.,,,,,,,,,,,,,,,,,,,,
1820,Cambodia,Asia_Pacific,2090000,809.23,.,,,,,,,,,,,,,,,,,,,,
1820,China,Asia_Pacific,381000000,863.05,.,,,,,,,,,,,,,,,,,,,,
1820,Fiji,Asia_Pacific,.,472.12,.,,,,,,,,,,,,,,,,,,,,
1820,French_Polynesia,Asia_Pacific,.,809.34,.,,,,,,,,,,,,,,,,,,,,
1820,Hong_Kong_China,Asia_Pacific,20000,790.15,.,,,,,,,,,,,,,,,,,,,,
1820,Indonesia,Asia_Pacific,17927000,518.73,.,,,,,,,,,,,,,,,,,,,,
1820,Japan,Asia_Pacific,31000000,1083.6,.,,,,,,,,,,,,,,,,,,,,
1820,Korea_Dem_Rep,Asia_Pacific,4345000,698,.,,,,,,,,,,,,,,,,,,,,
1820,Korea_Rep,Asia_Pacific,9395000,596,.,,,,,,,,,,,,,,,,,,,,
1820,Macao_China,Asia_Pacific,.,607.01,.,,,,,,,,,,,,,,,,,,,,
1820,Malaysia,Asia_Pacific,287000,750.13,.,,,,,,,,,,,,,,,,,,,,
1820,Micronesia_Fed_Sts,Asia_Pacific,16416,553.05,.,,,,,,,,,,,,,,,,,,,,
1820,Mongolia,Asia_Pacific,619000,606.93,.,,,,,,,,,,,,,,,,,,,,
1820,Myanmar,Asia_Pacific,3506000,569.07,.,,,,,,,,,,,,,,,,,,,,
1820,New_Caledonia,Asia_Pacific,29432,944.24,.,,,,,,,,,,,,,,,,,,,,
1820,New_Zealand,Asia_Pacific,100000,541.62,.,,,,,,,,,,,,,,,,,,,,
1820,Papua_New_Guinea,Asia_Pacific,754894,573.29,.,,,,,,,,,,,,,,,,,,,,
1820,Philippines,Asia_Pacific,2176000,626.97,.,,,,,,,,,,,,,,,,,,,,
1820,Samoa,Asia_Pacific,.,1308.44,.,,,,,,,,,,,,,,,,,,,,
1820,Singapore,Asia_Pacific,30000,861.82,.,,,,,,,,,,,,,,,,,,,,
1820,Solomon_Islands,Asia_Pacific,56998,387.81,.,,,,,,,,,,,,,,,,,,,,
1820,Taiwan,Asia_Pacific,2000000,871,.,,,,,,,,,,,,,,,,,,,,
1820,Thailand,Asia_Pacific,4665000,496.98,.,,,,,,,,,,,,,,,,,,,,
1820,Timor-Leste,Asia_Pacific,137262,518.73,.,,,,,,,,,,,,,,,,,,,,
1820,Tonga,Asia_Pacific,.,667.71,.,,,,,,,,,,,,,,,,,,,,
1820,Vietnam,Asia_Pacific,6551000,459.71,.,,,,,,,,,,,,,,,,,,,,
1820,Vanuatu,Asia_Pacific,27791,829.58,.,,,,,,,,,,,,,,,,,,,,
1821,Cape_Verde,Africa,.,341.4,.,,,,,,,,,,,,,,,,,,,,
1821,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1821,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1821,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1821,Iraq,Middle_East,.,706.73,.,,,,,,,,,,,,,,,,,,,,
1821,Chile,America,789144,671.26,.,,,,,,,,,,,,,,,,,,,,
1821,United_States,America,10298969,2043.38,.,,,,,,,,,,,,,,,,,,,,
1821,Austria,Europe_Central_Asia,3386000,1574.98,.,,,,,,,,,,,,,,,,,,,,
1821,Belgium,Europe_Central_Asia,3464000,1570.35,.,,,,,,,,,,,,,,,,,,,,
1821,Denmark,Europe_Central_Asia,1167000,1442.33,.,,,,,,,,,,,,,,,,,,,,
1821,Finland,Europe_Central_Asia,1186000,1078.92,.,,,,,,,,,,,,,,,,,,,,
1821,France,Europe_Central_Asia,31460000,1605.15,39.83,,,,,,,,,,,,,,,,,,,,
1821,Germany,Europe_Central_Asia,25260000,1959.18,.,,,,,,,,,,,,,,,,,,,,
1821,Greece,Europe_Central_Asia,2333000,972.3,.,,,,,,,,,,,,,,,,,,,,
1821,Ireland,Europe_Central_Asia,5123045,1273,.,,,,,,,,,,,,,,,,,,,,
1821,Italy,Europe_Central_Asia,20306000,1431.19,.,,,,,,,,,,,,,,,,,,,,
1821,Netherlands,Europe_Central_Asia,2365000,2446.72,.,,,,,,,,,,,,,,,,,,,,
1821,Norway,Europe_Central_Asia,984000,984,.,,,,,,,,,,,,,,,,,,,,
1821,Poland,Europe_Central_Asia,.,1294.57,.,,,,,,,,,,,,,,,,,,,,
1821,Portugal,Europe_Central_Asia,3316000,1310.27,.,,,,,,,,,,,,,,,,,,,,
1821,Spain,Europe_Central_Asia,12284000,1513.78,.,,,,,,,,,,,,,,,,,,,,
1821,Sweden,Europe_Central_Asia,2611000,1196,38.14,,,,,,,,,,,,,,,,,,,,
1821,Switzerland,Europe_Central_Asia,1998000,1685.32,.,,,,,,,,,,,,,,,,,,,,
1821,Turkey,Europe_Central_Asia,.,905.71,.,,,,,,,,,,,,,,,,,,,,
1821,United_Kingdom,Europe_Central_Asia,16427955,2809.02,.,,,,,,,,,,,,,,,,,,,,
1821,Australia,Asia_Pacific,331000,707.39,.,,,,,,,,,,,,,,,,,,,,
1821,China,Asia_Pacific,383711494,859.02,.,,,,,,,,,,,,,,,,,,,,
1821,Indonesia,Asia_Pacific,18075923,.,.,,,,,,,,,,,,,,,,,,,,
1821,Japan,Asia_Pacific,31032824,1084.14,.,,,,,,,,,,,,,,,,,,,,
1821,Korea_Dem_Rep,Asia_Pacific,.,698,.,,,,,,,,,,,,,,,,,,,,
1821,Korea_Rep,Asia_Pacific,.,596,.,,,,,,,,,,,,,,,,,,,,
1821,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1821,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1822,Cape_Verde,Africa,.,342.8,.,,,,,,,,,,,,,,,,,,,,
1822,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1822,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1822,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1822,Iraq,Middle_East,.,713.53,.,,,,,,,,,,,,,,,,,,,,
1822,Chile,America,807304,674.88,.,,,,,,,,,,,,,,,,,,,,
1822,United_States,America,10625503,2101.55,.,,,,,,,,,,,,,,,,,,,,
1822,Austria,Europe_Central_Asia,3402000,1600.35,.,,,,,,,,,,,,,,,,,,,,
1822,Belgium,Europe_Central_Asia,3495000,1574.5,.,,,,,,,,,,,,,,,,,,,,
1822,Denmark,Europe_Central_Asia,1179000,1450.88,.,,,,,,,,,,,,,,,,,,,,
1822,Finland,Europe_Central_Asia,1202000,1084.47,.,,,,,,,,,,,,,,,,,,,,
1822,France,Europe_Central_Asia,31685000,1488.9,38.3,,,,,,,,,,,,,,,,,,,,
1822,Germany,Europe_Central_Asia,25620000,1972.7,.,,,,,,,,,,,,,,,,,,,,
1822,Greece,Europe_Central_Asia,2355000,980.15,.,,,,,,,,,,,,,,,,,,,,
1822,Ireland,Europe_Central_Asia,5170718,1291.06,.,,,,,,,,,,,,,,,,,,,,
1822,Italy,Europe_Central_Asia,20437000,1448.59,.,,,,,,,,,,,,,,,,,,,,
1822,Netherlands,Europe_Central_Asia,2400000,2465.54,.,,,,,,,,,,,,,,,,,,,,
1822,Norway,Europe_Central_Asia,998000,990,.,,,,,,,,,,,,,,,,,,,,
1822,Poland,Europe_Central_Asia,.,1298.67,.,,,,,,,,,,,,,,,,,,,,
1822,Portugal,Europe_Central_Asia,3335000,1310.3,.,,,,,,,,,,,,,,,,,,,,
1822,Spain,Europe_Central_Asia,12366000,1517.21,.,,,,,,,,,,,,,,,,,,,,
1822,Sweden,Europe_Central_Asia,2646000,1209,42.76,,,,,,,,,,,,,,,,,,,,
1822,Switzerland,Europe_Central_Asia,2008000,1702.91,.,,,,,,,,,,,,,,,,,,,,
1822,Turkey,Europe_Central_Asia,.,910.24,.,,,,,,,,,,,,,,,,,,,,
1822,United_Kingdom,Europe_Central_Asia,16661282,2812.67,.,,,,,,,,,,,,,,,,,,,,
1822,Australia,Asia_Pacific,329000,728.14,.,,,,,,,,,,,,,,,,,,,,
1822,China,Asia_Pacific,386442286,855.01,.,,,,,,,,,,,,,,,,,,,,
1822,Indonesia,Asia_Pacific,18226083,.,.,,,,,,,,,,,,,,,,,,,,
1822,Japan,Asia_Pacific,31065683,1084.69,.,,,,,,,,,,,,,,,,,,,,
1822,Korea_Dem_Rep,Asia_Pacific,.,698,.,,,,,,,,,,,,,,,,,,,,
1822,Korea_Rep,Asia_Pacific,.,596,.,,,,,,,,,,,,,,,,,,,,
1822,Myanmar,Asia_Pacific,.,569.07,.,,,,,,,,,,,,,,,,,,,,
1822,Taiwan,Asia_Pacific,.,871,.,,,,,,,,,,,,,,,,,,,,
1823,Cape_Verde,Africa,.,344.22,.,,,,,,,,,,,,,,,,,,,,
1823,Bangladesh,South_Asia,.,606,.,,,,,,,,,,,,,,,,,,,,
1823,India,South_Asia,.,560,.,,,,,,,,,,,,,,,,,,,,
1823,Pakistan,South_Asia,.,662,.,,,,,,,,,,,,,,,,,,,,
1823,Iraq,Middle_East,.,720.39,.,,,,,,,,,,,,,,,,,,,,
1823,Chile,America,825890,672.16,.,,,,,,,,,,,,,,,,,,,,
1823,United_States,America,10951077,2077.84,.,,,,,,,,,,,,,,,,,,,,
1823,Austria,Europe_Central_Asia,3419000,1626.12,.,,,,,,,,,,,,,,,,,,,,
1823,Belgium,Europe_Central_Asia,3526000,1578.66,.,,,,,,,,,,,,,,,,,,,,
1823,Denmark,Europe_Central_Asia,1196000,1432.15,.,,,,,,,,,,,,,,,,,,,,
1823,Finland,Europe_Central_Asia,1219000,1090.05,.,,,,,,,,,,,,,,,,,,,,
1823,France,Europe_Central_Asia,31905000,1484.46,39.97,,,,,,,,,,,,,,,,,,,,
1823,Germany,Europe_Central_Asia,25969000,1986.32,.,,,,,,,,,,,,,,,,,,,,
1823,Greece,Europe_Central_Asia,2376000,988.07,.,,,,,,,,,,,,,,,,,,,,
1823,Ireland,Europe_Central_Asia,5219102,1309.38,.,,,,,,,,,,,,,,,,,,,,
1823,Italy,Europe_Central_Asia,20568000,1461.64,.,,,,,,,,,,,,,,,,,,,,
1823,Netherlands,Europe_Central_Asia,2435000,2584.47,.,,,,,,,,,,,,,,,,,,,,
1823,Norway,Europe_Central_Asia,1013000,996,.,,,,,,,,,,,,,,,,,,,,
1823,Poland,Europe_Central_Asia,.,1302.79,.,,,,,,,,,,,,,,,,,,,,
1823,Portugal,Europe_Central_Asia,3354000,1310.32,.,,,,,,,,,,,,,,,,,,,,
1823,Spain,Europe_Central_Asia,12449000,1520.65,.,,,,,,,,,,,,,,,,,,,,
